Hostname,Time,Arch,Physical CPUs,Count,Running,Blocked,Paused,Shutdown,Shutoff,Crashed,Active,Inactive,%CPU,Total hardware memory (KB),Total memory (KB),Total guest memory (KB),Total CPU time (ns),Domain ID,Domain name,CPU (ns),%CPU,Mem (bytes),%Mem,Block RDBY,Block WRBY,Net RXBY,Net TXBY
kone.example.org,20:47:11,x86_64,104,40,8,0,0,0,0,0,8,32,0.0,791227884,67108864,67108864,0,3,vm1,0.,0.,0,0,,,,,4,vm2,0.,0.,0,0,,,,,8,vm6,0.,0.,0,0,,,,,9,vm7,0.,0.,0,0,,,,,10,vm8,0.,0.,0,0,,,,,43,vm3,0.,0.,0,0,,,,,44,vm5,0.,0.,0,0,,,,,46,vm4,0.,0.,0,0,,,,
kone.example.org,20:47:11,x86_64,104,40,8,0,0,0,0,0,8,32,2.3,791227884,67108864,67108864,660000000,3,vm1,80000000.,0.276415468865,8388608,1,0,0,504,0,4,vm2,90000000.,0.310967402473,8388608,1,0,0,378,168,8,vm6,90000000.,0.310967402473,8388608,1,0,0,456,432,9,vm7,90000000.,0.310967402473,8388608,1,0,0,558,74,10,vm8,80000000.,0.276415468865,8388608,1,0,0,474,158,43,vm3,70000000.,0.241863535257,8388608,1,0,0,1096,432,44,vm5,80000000.,0.276415468865,8388608,1,0,0,462,42,46,vm4,80000000.,0.276415468865,8388608,1,0,0,2126,148
kone.example.org,20:47:11,x86_64,104,40,8,0,0,0,0,0,8,32,2.3,791227884,67108864,67108864,650000000,3,vm1,80000000.,0.286467136801,8388608,1,0,0,756,0,4,vm2,80000000.,0.286467136801,8388608,1,0,0,672,242,8,vm6,80000000.,0.286467136801,8388608,1,0,0,854,274,9,vm7,80000000.,0.286467136801,8388608,1,0,0,3646,3414,10,vm8,80000000.,0.286467136801,8388608,1,0,0,662,292,43,vm3,90000000.,0.322275528901,8388608,1,0,0,1052,216,44,vm5,70000000.,0.250658744701,8388608,1,0,0,756,222,46,vm4,90000000.,0.322275528901,8388608,1,0,0,3996,3300
kone.example.org,20:47:12,x86_64,104,40,8,0,0,0,0,0,8,32,2.3,791227884,67108864,67108864,640000000,3,vm1,80000000.,0.284978566667,8388608,1,0,0,1512,42,4,vm2,80000000.,0.284978566667,8388608,1,0,0,1344,126,8,vm6,80000000.,0.284978566667,8388608,1,0,0,1632,264,9,vm7,80000000.,0.284978566667,8388608,1,0,0,1554,0,10,vm8,80000000.,0.284978566667,8388608,1,0,0,1512,42,43,vm3,80000000.,0.284978566667,8388608,1,0,0,1998,324,44,vm5,80000000.,0.284978566667,8388608,1,0,0,882,672,46,vm4,80000000.,0.284978566667,8388608,1,0,0,2424,2586
kone.example.org,20:47:12,x86_64,104,40,8,0,0,0,0,0,8,32,2.0,791227884,67108864,67108864,550000000,3,vm1,70000000.,0.249643562244,8388608,1,0,0,210,0,4,vm2,70000000.,0.249643562244,8388608,1,0,0,168,84,8,vm6,70000000.,0.249643562244,8388608,1,0,0,414,222,9,vm7,70000000.,0.249643562244,8388608,1,0,0,5238,3434,10,vm8,70000000.,0.249643562244,8388608,1,0,0,336,5082,43,vm3,70000000.,0.249643562244,8388608,1,0,0,802,432,44,vm5,60000000.,0.213980196209,8388608,1,0,0,210,0,46,vm4,70000000.,0.249643562244,8388608,1,0,0,372,222
kone.example.org,20:47:12,x86_64,104,40,8,0,0,0,0,0,8,32,2.9,791227884,67108864,67108864,830000000,3,vm1,80000000.,0.275862431839,8388608,1,0,0,546,0,4,vm2,70000000.,0.241379627859,8388608,1,0,0,420,210,8,vm6,70000000.,0.241379627859,8388608,1,0,0,498,432,9,vm7,80000000.,0.275862431839,8388608,1,0,0,666,264,10,vm8,80000000.,0.275862431839,8388608,1,0,0,3752,304,43,vm3,80000000.,0.275862431839,8388608,1,0,0,1064,378,44,vm5,80000000.,0.275862431839,8388608,1,0,0,504,42,46,vm4,290000000.,1.00000131541,8388608,1,0,0,1020,732
kone.example.org,20:47:12,x86_64,104,40,8,0,0,0,0,0,8,32,2.3,791227884,67108864,67108864,650000000,3,vm1,70000000.,0.250168743876,8388608,1,0,0,714,42,4,vm2,80000000.,0.285907135858,8388608,1,0,0,588,126,8,vm6,80000000.,0.285907135858,8388608,1,0,0,4216,5036,9,vm7,90000000.,0.321645527841,8388608,1,0,0,5460,3920,10,vm8,90000000.,0.321645527841,8388608,1,0,0,662,210,43,vm3,80000000.,0.285907135858,8388608,1,0,0,1422,486,44,vm5,80000000.,0.285907135858,8388608,1,0,0,756,296,46,vm4,80000000.,0.285907135858,8388608,1,0,0,992,222
kone.example.org,20:47:13,x86_64,104,40,8,0,0,0,0,0,8,32,2.2,791227884,67108864,67108864,630000000,3,vm1,80000000.,0.28428327039,8388608,1,0,0,1428,0,4,vm2,80000000.,0.28428327039,8388608,1,0,0,1302,126,8,vm6,90000000.,0.319818679189,8388608,1,0,0,4796,3238,9,vm7,80000000.,0.28428327039,8388608,1,0,0,7692,3460,10,vm8,70000000.,0.248747861591,8388608,1,0,0,1584,66,43,vm3,70000000.,0.248747861591,8388608,1,0,0,2020,432,44,vm5,80000000.,0.28428327039,8388608,1,0,0,756,672,46,vm4,80000000.,0.28428327039,8388608,1,0,0,7132,10148
kone.example.org,20:47:13,x86_64,104,40,8,0,0,0,0,0,8,32,2.1,791227884,67108864,67108864,590000000,3,vm1,70000000.,0.249253651567,8388608,1,0,0,210,0,4,vm2,70000000.,0.249253651567,8388608,1,0,0,168,126,8,vm6,80000000.,0.284861316077,8388608,1,0,0,3792,354,9,vm7,70000000.,0.249253651567,8388608,1,0,0,300,3378,10,vm8,70000000.,0.249253651567,8388608,1,0,0,192,274,43,vm3,80000000.,0.284861316077,8388608,1,0,0,728,378,44,vm5,70000000.,0.249253651567,8388608,1,0,0,210,0,46,vm4,80000000.,0.284861316077,8388608,1,0,0,318,148
kone.example.org,20:47:13,x86_64,104,40,8,0,0,0,0,0,8,32,2.4,791227884,67108864,67108864,690000000,3,vm1,90000000.,0.317795008335,8388608,1,0,0,798,0,4,vm2,90000000.,0.317795008335,8388608,1,0,0,588,242,8,vm6,80000000.,0.282484451853,8388608,1,0,0,5502,6622,9,vm7,90000000.,0.317795008335,8388608,1,0,0,7010,4974,10,vm8,90000000.,0.317795008335,8388608,1,0,4096,3998,3680,43,vm3,90000000.,0.317795008335,8388608,1,0,0,1390,432,44,vm5,80000000.,0.282484451853,8388608,1,0,0,756,42,46,vm4,80000000.,0.282484451853,8388608,1,0,0,13292,3470
